Codigo,Provincia,1-2014,2-2014,3-2014,4-2014,5-2014,6-2014,7-2014,8-2014,9-2014,10-2014,11-2014,12-2014,1-2015,2-2015,3-2015,4-2015,5-2015,6-2015,7-2015,8-2015,9-2015,10-2015,11-2015,12-2015,1-2016,2-2016,3-2016,4-2016,5-2016,6-2016,7-2016,8-2016,9-2016,10-2016,11-2016,12-2016,1-2017,2-2017,3-2017,4-2017,5-2017,6-2017,7-2017,8-2017,9-2017,10-2017,11-2017,12-2017,1-2018,2-2018,3-2018,4-2018,5-2018,6-2018,7-2018,8-2018,9-2018,10-2018,11-2018,12-2018,1-2019,2-2019,3-2019,4-2019,5-2019,6-2019,7-2019,8-2019,9-2019,10-2019,11-2019,12-2019,1-2020,2-2020,3-2020,4-2020,5-2020,6-2020,7-2020,8-2020,9-2020,10-2020,11-2020,12-2020,1-2021,2-2021,3-2021,4-2021,5-2021,6-2021,7-2021,8-2021,9-2021,10-2021,11-2021,12-2021,1-2022,2-2022,3-2022,4-2022,5-2022,6-2022,7-2022,8-2022,9-2022,10-2022,11-2022,12-2022,1-2023,2-2023,3-2023,4-2023,5-2023,6-2023,7-2023,8-2023,9-2023,10-2023,11-2023,12-2023
00,TOTAL ESPAÑA,925468,925468,925468,969598,969598,969598,960418,960418,960418,996650,996650,996650,955007,955007,955007,1007714,1007714,1007714,1000269,1000269,1000269,1037010,1037010,1037010,989901,989901,989901,1041052,1041052,1041052,1030984,1030984,1030984,1059573,1059573,1059573,1014909,1014909,1014909,1075731,1075731,1075731,1061091,1061091,1061091,1092425,1092425,1092425,1039708,1039708,1039708,1100977,1100977,1100977,1080609,1080609,1080609,1119819,1119819,1119819,1068522,1068522,1068522,1121819,1121819,1121819,1100748,1100748,1100748,1136149,1136149,1136149,1023663,1023663,1023663,875593,875593,875593,1000660,1000660,1000660,1032920,1032920,1032920,982502,982502,982502,1042869,1042869,1042869,1053353,1053353,1053353,1105938,1105938,1105938,1051733,1051733,1051733,1115244,1115244,1115244,1111481,1111481,1111481,1147688,1147688,1147688,1099141,1099141,1099141,1139036,1139036,1139036,1127405,1127405,1127405,1171293,1171293,1171293
